run_name,t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,temp_cpu_hat_C,temp_batt_hat_C,temp_leak_hat_C,power_total_mW,power_cpu_mW,power_screen_mW,is_gps_on,cellular_on,p0_pred_mW,power_pred_mW,resid0_mW,gps_fit_source,cell_fit_source
20260131_230812_S1-HS-1,312.0,3.0,98,4369,35.6,41.013,41.77527606346406,34.990414261257754,39.73981752280217,1058.024,173.452,0.0,1,1,2307.6912665527275,2307.6912665527275,-1249.6672665527276,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,315.0,4.0,98,4369,35.6,44.088,42.72286626791628,34.989507134527244,40.40285852789957,1236.4269999999997,122.71875,0.0,1,1,1702.1584858813628,1702.1584858813628,-465.73148588136314,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,319.0,3.0,98,4369,35.6,41.532,41.511252607364696,34.988377941691965,39.55439020766288,1769.754,164.07866666666666,0.0,1,1,2191.4742858318173,2191.4742858318173,-421.72028583181736,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,322.0,4.0,98,4369,35.6,42.67,42.351282613174405,34.98746033583447,40.142135929972426,1327.5679999999998,124.981,0.0,1,1,1725.791286653283,1725.791286653283,-398.22328665328314,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,326.0,3.0,98,4369,35.6,46.344,41.48495189029874,34.98630847147679,39.53535886465215,1153.9440000000002,163.14566666666667,0.0,1,1,2179.900188698918,2179.900188698918,-1025.956188698918,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,329.0,4.0,98,4369,35.6,43.721,42.31328152468605,34.98539496161799,40.114915555765634,1369.062,124.48,0.0,1,1,1719.3255679376202,1719.3255679376202,-350.26356793762034,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,333.0,3.0,98,4369,35.6,40.835,41.45503016656649,34.98424759305517,39.513795394513096,1075.512,162.51933333333332,0.0,1,1,2172.009244422424,2172.009244422424,-1096.4972444224243,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,336.0,4.0,98,4369,35.6,44.655,42.28174751252556,34.98333793491821,40.092224639243355,1067.744,129.212,0.0,1,1,1776.3659246027096,1776.3659246027096,-708.6219246027097,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,340.0,3.0,98,4369,35.6,41.488,41.61200294488839,34.98219555686632,39.62306072848177,1194.102,168.43933333333334,0.0,1,1,2245.291856366787,2245.291856366787,-1051.1898563667871,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,343.0,4.0,98,4369,35.6,45.245,42.51012075502683,34.98130111311102,40.25147486245209,1153.68,120.5995,0.0,1,1,1674.2560545642173,1674.2560545642173,-520.5760545642172,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,347.0,4.0,98,4369,35.6,41.132,41.37039276228798,34.980184765374865,39.45333036321404,967.096,119.36525,0.0,1,1,1648.0144416765525,1648.0144416765525,-680.9184416765524,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,351.0,3.0,98,4369,35.6,44.271,41.00438943766971,34.97897992858578,39.19676658494453,1101.4920000000002,160.71033333333332,0.0,1,1,2145.7507657958795,2145.7507657958795,-1044.2587657958793,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
